PMID|DCOM|DP|REC|ACC|PM
34964671|N/A|2021 Dec 29|N/A|N/A|2021/12/30
5137227|19720331|1971|N/A|N/A|1971/01/01
3620244|19871022|1987 Jul|N/A|N/A|1987/07/01
16125196|20051114|2005 Oct|2005/05/30|2005/06/28|2005/08/30
3018079|19860926|1986 Sep 1|N/A|N/A|1986/09/01
21892983|20120627|2012 Apr|N/A|N/A|2011/09/07
13261849|20030501|1955 Aug 29|N/A|N/A|1955/08/29
21413045|20110930|2011 Jun|2009/08/07|2011/02/07|2011/03/18
22298642|20120716|2012 Apr 1|N/A|N/A|2012/02/03
19390862|20100218|2010 Jan|2009/02/03|2009/03/30|2009/04/25
24458687|20140515|2013 Dec|N/A|N/A|2014/01/25
8074605|19940927|1994 Sep 12|N/A|N/A|1994/09/12
8213554|19931118|1993 Oct 15|N/A|N/A|1993/10/15
13262670|20030501|1955 Jul-Aug|N/A|N/A|1955/07/01
11728878|20011231|2001 Nov|N/A|N/A|2001/12/01
5574881|19710701|1971 Jan|N/A|N/A|1971/01/01
4853514|19741104|1974 Sep|N/A|N/A|1974/09/01
2091782|19910612|1990|N/A|N/A|1990/01/01
23128823|20150413|2014|2012/02/13|N/A|2012/11/07
2260626|19910125|1990 Dec|N/A|N/A|1990/12/01
22517473|20130815|2013 Mar|N/A|N/A|2012/04/21
19266024|20090817|2009 Mar|2008/10/07|2009/02/04|2009/03/07
33602474|20210920|2021 Feb 23|2019/07/03|2020/10/19|2021/02/20
23667302|N/A|2011 Aug 1|N/A|N/A|2011/08/01
25088896|20150616|2014|N/A|N/A|2014/08/05
34452435|20220204|2021 Aug 9|2021/07/11|2021/08/01|2021/08/29
9005529|19970130|1996 Dec 14|N/A|N/A|1996/12/14
5147192|19720630|1971 Nov-Dec|N/A|N/A|1971/11/01
32596778|20210216|2021 Jan|2020/02/01|2020/06/23|2020/07/01
15656891|20050519|2005 Jan|N/A|N/A|2005/01/20
24704777|20160406|2014 Aug|2013/10/26|2014/03/11|2014/04/08
12000254|20020528|2002 Apr 30|N/A|N/A|2002/05/10
33968849|N/A|2021|2020/12/22|2021/03/24|2021/05/11
33412348|20210218|2021 Apr|2020/12/13|2020/12/19|2021/01/08
18197399|20080617|2008 Mar|2007/10/29|2007/12/06|2008/01/17
27855053|20170503|2016|N/A|N/A|2016/11/18
30765038|20200122|2019 Feb 19|2018/10/11|2018/11/26|2019/02/16
14884554|20040215|1951 Aug|N/A|N/A|1951/08/01
27199060|20170606|2016 May 24|2015/10/14|2016/03/08|2016/05/21
34632544|20211223|2021 Dec|2021/01/12|2021/06/28|2021/10/12
462881|19790925|1979 Apr-Jun|N/A|N/A|1979/04/01
32130969|20210427|2020 Jan|N/A|N/A|2020/03/05
14169044|19961201|1964 Jun-Jul|N/A|N/A|1964/06/01
23183417|20130729|2013|2012/03/22|2012/09/16|2012/11/28
5147386|19720703|1971 Nov|N/A|N/A|1971/11/01
12738820|20030616|2003 May 9|N/A|N/A|2003/05/10
14552526|20040128|2003 Sep|N/A|N/A|2003/10/14
4787645|19740612|1973 Jan|N/A|N/A|1973/01/01
31903780|20200904|2020|N/A|N/A|2020/01/07
18914376|20081016|1948 Apr|N/A|N/A|1948/04/01
30107497|20191129|2018 Oct 7|N/A|N/A|2018/08/15
18040068|20071227|2007 Dec|N/A|N/A|2007/11/28
5507778|19710516|1970 Dec|N/A|N/A|1970/12/01
16916368|20060926|2006 Sep|N/A|N/A|2006/08/19
24723087|20150109|2014 Jun|N/A|N/A|2014/04/12
28869988|20180104|2017 Nov 7|N/A|N/A|2017/09/05
22354925|20120717|2012 Apr|N/A|N/A|2012/02/23
26074620|20160315|2015 Jun 14|N/A|N/A|2015/06/16
14894430|20040215|1952 Feb|N/A|N/A|1952/02/01
2155073|19900405|1990 Mar|N/A|N/A|1990/03/01
23794149|20150202|2014 May|N/A|N/A|2013/06/25
13762672|19981101|1960|N/A|N/A|1960/01/01
13391275|20020501|1956 Sep|N/A|N/A|1956/09/01
19815824|20091217|2009 Nov 20|N/A|N/A|2009/10/10
16007908|20051018|2005|N/A|N/A|2005/07/13
875325|19770825|1977 May|N/A|N/A|1977/05/01
22577936|20120622|2012 May|N/A|N/A|2012/05/15
1822158|19920828|1991 Dec|N/A|N/A|1991/12/01
23152220|20130115|2012 Nov 14|N/A|N/A|2012/11/16
592455|19780218|1977 May|N/A|N/A|1977/05/01
31189043|20190701|2019 Jun 13|N/A|N/A|2019/06/13
32281957|20211206|2020 Apr|N/A|N/A|2020/04/14
6250138|19801027|1980 Mar|N/A|N/A|1980/03/01
15466994|20041116|2004 Oct|N/A|N/A|2004/10/07
16709814|20060713|2006 Jun 1|N/A|N/A|2006/05/20
3744748|19861021|1986 Jul|N/A|N/A|1986/07/01
16800354|20060727|2006 Mar|N/A|N/A|2006/06/28
30084076|20200212|2019 Apr|2018/05/06|2018/07/18|2018/08/08
30683933|20200406|2019 Jan 25|2018/11/10|2019/01/07|2019/01/27
13843531|19981101|1959|N/A|N/A|1959/01/01
12439639|20030307|2002 Nov|N/A|N/A|2002/11/20
21547877|20110830|2011 May|N/A|N/A|2011/05/07
8212786|19931122|1993 Aug|N/A|N/A|1993/08/01
4870294|19680709|1968 Feb 16|N/A|N/A|1968/02/16
26484717|20170213|2015 Oct 16|N/A|N/A|2015/10/21
15527830|20050324|2004 Dec 5|2004/02/02|2004/06/17|2004/11/06
6700140|19840424|1984 Jan|N/A|N/A|1984/01/01
717242|19790124|1978 Dec|N/A|N/A|1978/12/01
23144725|20140826|2012|2012/08/07|2012/09/20|2012/11/13
14297554|19961201|1965 Feb|N/A|N/A|1965/02/01
33385425|20220118|2021 Aug|2020/11/27|2020/12/18|2021/01/02
34337287|20220323|2021 Mar|2020/09/16|2021/01/26|2021/08/03
1462669|19930113|1992 Nov 10|N/A|N/A|1992/11/10
23754271|20150414|2014 Mar|2013/03/27|2013/05/28|2013/06/12
32338735|20200617|2020 Jun 7|N/A|N/A|2020/04/28
28800592|20171004|2017|2017/02/16|2017/07/22|2017/08/12
5610707|19690508|1967 Oct 20|N/A|N/A|1967/10/20
23333383|20130827|2013 Feb 15|2012/12/11|2012/12/16|2013/01/22
15410594|20040930|1950|N/A|N/A|1950/02/07
19880690|20091123|2009 Nov|N/A|N/A|2009/11/03
10724506|20000329|1999 Mar-Apr|N/A|N/A|2000/03/21
6081133|19680408|1967 Dec 21|N/A|N/A|1967/12/21
34578416|20220201|2021 Sep 14|2021/04/16|2021/09/11|2021/09/29
31144444|20200916|2019 Aug|2019/05/02|2019/05/28|2019/05/31
23824166|20141016|2014 Feb|2013/02/07|2013/06/17|2013/07/05
4309612|19691104|1969 Aug|N/A|N/A|1969/08/01
24702483|20141204|2014 Apr|N/A|N/A|2014/04/08
34317085|N/A|2020 Oct|2020/04/17|2020/07/22|2021/07/29
27663252|20190702|2018 Jun|2016/09/02|2016/09/02|2016/09/25
3765596|19861117|1986|N/A|N/A|1986/01/01
13736805|19981101|1961 May|N/A|N/A|1961/05/01
16008579|20051220|2005 Aug|N/A|N/A|2005/07/13
24361110|20141020|2014 Feb 15|2013/09/01|2013/11/30|2013/12/24
5782817|19690207|1969 Jan|N/A|N/A|1969/01/01
15388497|20050223|2005 Feb|N/A|N/A|2004/09/25
33729272|20211227|2021 Mar-Apr 23|2020/02/26|2020/07/14|2021/03/18
33917391|20211021|2021 Apr 6|2021/03/04|2021/04/01|2021/05/01
7110024|19821012|1982 Jun 4|N/A|N/A|1982/06/04
1655456|19911108|1991 Aug|N/A|N/A|1991/08/01
30833835|20190325|2019 Feb|N/A|N/A|2019/03/06
23705083|20130527|2011 Sep|2010/12/15|2011/03/04|2011/09/01
24533719|20141205|2014 Jun|N/A|N/A|2014/02/19
22776595|20140130|2012 Apr|N/A|N/A|2012/07/11
24743429|20140710|2014 Jun|N/A|N/A|2014/04/20
31023621|20200316|2019 Oct|2018/09/10|2019/03/22|2019/04/27
22633848|20130312|2012 Oct|2012/02/13|2012/04/15|2012/05/29
30761633|20190812|2019 May|2018/12/07|2019/01/23|2019/02/15
2694667|19900223|1989|N/A|N/A|1989/01/01
127598|19760213|1975 Aug|N/A|N/A|1975/08/01
2848434|19881229|1988 Sep|N/A|N/A|1988/09/01
19622106|20100104|2009 Nov|N/A|N/A|2009/07/23
18760191|20081112|2008 Oct|2008/05/20|2008/07/14|2008/09/02
32459205|20210705|2020|N/A|N/A|2020/05/28
377808|19790816|1979 Mar|N/A|N/A|1979/03/01
4371702|19741226|1974|N/A|N/A|1974/01/01
20304326|20100706|2010 Apr|N/A|N/A|2010/03/23
14884278|20040215|1951|N/A|N/A|1951/01/01
6254222|19810116|1980 Oct|N/A|N/A|1980/10/01
26885518|20161110|2016|2015/11/06|2015/12/15|2016/02/18
34385367|N/A|2021 Sep|N/A|N/A|2021/08/14
12729077|20030506|2003 Apr 4|N/A|N/A|2003/05/06
20557|19771125|1977 Aug 6|N/A|N/A|1977/08/06
1129088|19750728|1975 Feb 1|N/A|N/A|1975/02/01
2512880|19900119|1989 Oct|N/A|N/A|1989/10/01
3700574|19860609|1986|N/A|N/A|1986/01/01
31960755|20201214|2020 Jan 21|N/A|N/A|2020/01/22
5377174|19700908|1969 Dec 15|N/A|N/A|1969/12/15
32141664|20210514|2020 Sep|2020/02/15|2020/02/20|2020/03/07
27070993|20170719|2016 Jul 1|2016/03/25|2016/03/26|2016/04/14
3162041|19851009|1985 Jun|N/A|N/A|1985/06/01
3786954|19861222|1986 Aug|N/A|N/A|1986/08/01
922325|19780127|1977 Oct 1|N/A|N/A|1977/10/01
13241251|20030501|1955 Jun 6|N/A|N/A|1955/06/06
10584719|20000229|1999 Nov 27|N/A|N/A|1999/12/10
2982522|19850423|1985 Apr|N/A|N/A|1985/04/01
21751939|20120105|2011 Oct|N/A|N/A|2011/07/15
22112757|20120426|2011 Nov 24|2011/06/22|2011/11/24|2011/11/25
13384198|20020501|1956 Oct|N/A|N/A|1956/10/01
28035124|20171017|2016 Dec|N/A|N/A|2016/12/31
14051420|19961201|1963|N/A|N/A|1963/01/01
4532585|19750523|1973 Jun|N/A|N/A|1973/06/01
24461482|20141104|2014|2013/10/29|2013/12/27|2014/01/28
23028198|20130408|2012 Oct|N/A|N/A|2012/10/03
4971748|19681208|1967 Jan-Mar|N/A|N/A|1967/01/01
13825146|19981101|1960 Jan|N/A|N/A|1960/01/01
238056|19751008|1975 Apr|N/A|N/A|1975/04/01
2167822|19901004|1990 Apr|N/A|N/A|1990/04/01
4386694|19681206|1968 Aug 15|N/A|N/A|1968/08/15
27081020|20160825|2016 Apr 19|2015/11/16|2016/02/08|2016/04/16
4783077|19740507|1973 Apr-Jun|N/A|N/A|1973/04/01
14272371|19961201|1965 Apr|N/A|N/A|1965/04/01
2309620|19900330|1990 Mar|N/A|N/A|1990/03/01
23010488|20130319|2012 Nov|2012/05/31|2012/08/27|2012/09/27
4207819|19740705|1974|N/A|N/A|1974/01/01
23021343|20130312|2012 Oct|2011/10/09|2012/07/28|2012/10/02
14178605|19961201|1964 Jan|N/A|N/A|1964/01/01
16136859|20060926|2005|N/A|N/A|2005/09/03
29158436|20171204|2017 Nov|2017/04/13|2017/10/23|2017/11/22
19664576|20091211|2009 Jun-Jul|2009/03/03|2009/04/21|2009/08/12
24100182|20140619|2013 Sep-Oct|N/A|N/A|2013/10/09
22700952|20121019|2012 Jun 13|N/A|N/A|2012/06/16
7321151|19820326|1981 Dec|N/A|N/A|1981/12/01
13496926|20000701|1957 Oct|N/A|N/A|1957/10/01
2839908|19880818|1988|N/A|N/A|1988/01/01
35066916|20220415|2022 May|2021/06/24|2022/01/17|2022/01/24
5221307|19661009|1965 Sep 30|N/A|N/A|1965/09/30
18911245|20081016|1947 Dec|N/A|N/A|1947/12/01
14049015|19961201|1963 Sep|N/A|N/A|1963/09/01
10389213|19990824|1999|N/A|N/A|1999/07/02
23154735|20130502|2012|N/A|N/A|2012/11/17
5469662|19701127|1970 Feb|N/A|N/A|1970/02/01
21371462|20110725|2011 May 11|2010/09/14|2011/02/15|2011/03/05
15374831|20050322|2005 Jan|N/A|N/A|2004/09/18
5143101|19720531|1971|N/A|N/A|1971/01/01
5363170|19700214|1969 Oct|N/A|N/A|1969/10/01
26800069|20160527|2016 Jan|N/A|N/A|2016/01/23
35295727|N/A|2022 Feb|2021/07/07|2022/01/27|2022/03/18
24791213|20140505|2014 Jan|2013/10/28|2013/11/15|2014/05/03
33866323|20210527|2021 Apr 18|N/A|N/A|2021/04/19
32305473|20210721|2021 Jan|2020/02/10|2020/03/05|2020/04/20
19513011|20091113|2009 Jun|N/A|N/A|2009/06/11
14993138|20040524|2004 Mar 9|N/A|N/A|2004/03/03
7220208|19810625|1981 Mar|N/A|N/A|1981/03/01
2995470|19851121|1985 Nov|N/A|N/A|1985/11/01
11442014|20011204|2001 May-Jun|N/A|N/A|2001/07/10
6370897|19840607|1984 Mar|N/A|N/A|1984/03/01
12870527|20030812|2003 Apr|N/A|N/A|2003/07/23
7865617|19950328|1994 Oct|N/A|N/A|1994/10/01
29136142|20191118|2018 Mar 7|2016/02/24|2017/10/09|2017/11/15
4186465|19691201|1969 Oct 25|N/A|N/A|1969/10/25
14924946|20040215|1951 Nov-Dec|N/A|N/A|1951/11/01
14087082|19961201|1963 Jul-Aug|N/A|N/A|1963/07/01
1093371|19750720|1975 Jun|N/A|N/A|1975/06/01
4119237|19730315|1972 Nov-Dec|N/A|N/A|1972/11/01
14087810|19961201|1963 Dec|N/A|N/A|1963/12/01
16891018|20070207|2006 Sep 10|2006/01/10|2006/06/29|2006/08/08
27997912|20170208|2016|N/A|2016/10/10|2016/12/21
24859067|20161213|2014|2013/08/12|2013/08/21|2014/05/27
31997038|20210208|2020 May|2019/11/12|2020/01/21|2020/01/31
1961000|19920109|1991 Dec|N/A|N/A|1991/12/01
34263614|20210809|2021 Jul|2020/12/29|2021/03/21|2021/07/16
2782305|19891020|1989 Sep|N/A|N/A|1989/09/01
17010108|20070220|2006 Dec|N/A|N/A|2006/10/03
23846353|20140821|2014 Jan|N/A|N/A|2013/07/13
5600114|19681120|1967 Feb 20|N/A|N/A|1967/02/20
22332535|20120806|2011 Nov|N/A|N/A|2012/02/16
4098330|19710115|1970 Sep|N/A|N/A|1970/09/01
3588440|19870626|1986|N/A|N/A|1986/01/01
13096689|20030501|1953|N/A|N/A|1953/01/01
4902566|19700204|1967|N/A|N/A|1967/01/01
25745132|20160216|2015 Jun|2014/02/26|2014/09/24|2015/03/07
23196602|20140421|2012|N/A|N/A|2012/12/01
11182271|20010426|2001 Feb 15|N/A|N/A|2001/02/22
16880329|20060822|2006 Aug 8|N/A|N/A|2006/08/02
18880706|20081020|1948 Sep|N/A|N/A|1948/09/01
10234647|19990616|1999 Feb|N/A|N/A|1999/05/11
32607587|20210722|2021 Jan 1|2020/02/05|2020/05/07|2020/07/02
6546336|19840214|1984 Jan|N/A|N/A|1984/01/01
30393107|20191028|2018 Dec|2018/07/26|2018/08/05|2018/11/06
14490572|19981101|1961 Dec|N/A|N/A|1961/12/01
32472218|20201015|2020 May 29|N/A|N/A|2020/05/31
31732820|N/A|2019 Nov 16|N/A|N/A|2019/11/17
19884479|20091230|2009 Nov 3|N/A|N/A|2009/11/04
15699148|20050329|2005 Feb 15|N/A|N/A|2005/02/09
23728261|20150821|2013 Aug|N/A|N/A|2013/06/04
25678899|20150214|2015 Jan|2014/09/03|2014/10/29|2015/02/14
4952247|19900425|1966 Mar|N/A|N/A|1966/03/01
3022417|19861128|1986 Sep 10|N/A|N/A|1986/09/10
7797768|19950801|1995 Jul|N/A|N/A|1995/07/01
4011530|19850820|1985 Jun|N/A|N/A|1985/06/01
10941492|20000925|2000 Jul|N/A|N/A|2000/08/15
2058874|19910730|1991 Aug 1|N/A|N/A|1991/08/01
7663051|19951010|1995 Mar|N/A|N/A|1995/03/01
14525695|20031212|2003 Aug-Sep|N/A|N/A|2003/10/04
6309663|19831021|1983 Sep|N/A|N/A|1983/09/01
29548760|20190311|2018 Sep|2017/08/23|2018/03/04|2018/03/20
25419833|20160425|2015 Mar-Apr|N/A|N/A|2014/11/25
23789482|20130805|2013 May|N/A|N/A|2013/06/26
3073731|19890622|1988 Jul|N/A|N/A|1988/07/01
4766060|19740225|1973 Sep 15|N/A|N/A|1973/09/15
35208538|20220228|2022 Feb 1|2021/11/29|2022/01/27|2022/02/26
15637897|20050222|2000 Nov|N/A|N/A|2005/01/11
2047553|19910717|1991 Mar|N/A|N/A|1991/03/01
28927316|20180917|2018 Apr|N/A|N/A|2017/09/21
29206935|20191003|2018 Dec 1|N/A|N/A|2017/12/06
16801159|20061128|2006 Jul|N/A|N/A|2006/06/28
2650861|19890607|1989 Apr|N/A|N/A|1989/04/01
8227240|19931215|1993 Nov 15|N/A|N/A|1993/11/15
23827956|20130930|2013 Aug|N/A|N/A|2013/07/06
9350939|19971117|1997 Nov 1|N/A|N/A|1997/11/14
3586307|19870708|1987 Jan|N/A|N/A|1987/01/01
2971876|19881123|1988|N/A|N/A|1988/01/01
27097234|20180207|2016 May|N/A|N/A|2016/04/21
2174234|19910108|1990|N/A|N/A|1990/01/01
6388067|19841126|1984 Oct|N/A|N/A|1984/10/01
34608239|20220214|2022 Jan|2021/05/06|2021/08/20|2021/10/06
13693981|19981101|1961 May|N/A|N/A|1961/05/01
19502086|20101014|2010 Jul-Aug|2008/08/11|2009/04/14|2009/06/09
29201031|N/A|2017|2017/09/13|2017/11/03|2017/12/05
31073450|N/A|2017 Sep|2016/11/14|2016/12/29|2017/09/01
19168435|20090406|2009 Mar 13|N/A|N/A|2009/01/27
6453498|19810709|1981 Jan|N/A|N/A|1981/01/01
16082126|20051005|2005 Jul|N/A|N/A|2005/08/06
19921297|20100503|2010 Feb|2009/05/11|2009/11/02|2009/11/19
10086943|19991014|1999 Apr|N/A|N/A|1999/03/23
29454769|20190930|2018 Nov|2017/12/28|2018/01/02|2018/02/20
6016993|19670330|1967 Jan|N/A|N/A|1967/01/01
5442792|19700619|1970 Jan 23|N/A|N/A|1970/01/23
4240171|19690902|1968|N/A|N/A|1968/01/01
23473961|20131113|2013 Jun|2012/12/16|2013/02/06|2013/03/12
26413486|20150928|2015 Sep 26|2015/04/21|2015/08/20|2015/09/29
4317923|19701006|1970 Sep 18|N/A|N/A|1970/09/18
12426265|20021230|2002 Nov|N/A|N/A|2002/11/12
17144995|20070501|2006 Nov|N/A|N/A|2006/12/06
8794307|19961122|1996 Oct|N/A|N/A|1996/10/01
20228592|20100610|2010|N/A|N/A|2010/03/17
1491923|19930304|1992|N/A|N/A|1992/01/01
13160558|20030501|1954 Apr 11|N/A|N/A|1954/04/11
8516663|19930720|1993|N/A|N/A|1993/01/01
17063720|20061121|2006 Sep-Oct|N/A|N/A|2006/10/27
14065440|19961201|1963 Sep|N/A|N/A|1963/09/01
15103344|20040504|2004 Apr 22|N/A|N/A|2004/04/23
11922029|20020502|2001 Dec|N/A|N/A|2002/04/02
1965132|19910529|1990 Jul-Sep|N/A|N/A|1990/07/01
26492307|20161005|2016 Jan 15|2015/10/09|2015/10/13|2015/10/23
26334856|20161213|2015 Aug 30|2015/08/11|2015/08/11|2015/09/04
1865656|19910911|1991 Apr|N/A|N/A|1991/04/01
20496063|20101109|2010 Aug|2010/03/16|2010/05/05|2010/05/25
6674355|19840613|1983 Nov|N/A|N/A|1983/11/01
17433466|20080731|2008 Jun 23|2006/11/27|2007/01/01|2007/04/17
1241708|19760902|1975|N/A|N/A|1975/01/01
20358246|20100909|2010 Jun|2009/12/07|2010/02/17|2010/04/02
29868513|20190520|2018|2018/02/11|2018/04/24|2018/06/06
18245783|20090203|2008 Mar|N/A|N/A|2008/02/05
23391721|20130513|2013 Mar|2012/08/01|2012/12/10|2013/02/09
1968595|19900412|1990 Mar 10|N/A|N/A|1990/03/10
260521|19800226|1979 Nov|N/A|N/A|1979/11/01
25819204|20160205|2015 Nov|2015/03/13|2015/03/15|2015/03/31
32259013|N/A|2019 Dec|2019/02/03|2019/09/25|2020/04/08
27040070|20170130|2016|N/A|N/A|2016/04/05
27298799|20160614|2016 Jun|2015/07/28|2015/11/03|2016/06/15
17170352|20070124|2007 Jan|N/A|N/A|2006/12/16
4830352|19740720|1974 Mar 15|N/A|N/A|1974/03/15
14033589|19981101|1963 May-Jun|N/A|N/A|1963/05/01
22666863|20130405|2012 Jun|2011/08/30|2012/02/02|2012/06/06
22307381|20120820|2012|N/A|N/A|2012/02/07
7432577|19810126|1980 Nov 1|N/A|N/A|1980/11/01
18881231|20081016|1948 Sep|N/A|N/A|1948/09/01
2849958|19890222|1987|N/A|N/A|1987/01/01
33835318|20210804|2021 Aug|2021/03/14|2021/03/15|2021/04/10
2071906|19910819|1991 May|N/A|N/A|1991/05/01
2929404|19890503|1989 Apr|N/A|N/A|1989/04/01
22078989|20121024|2012 Jun 28|2011/10/03|2011/10/18|2011/11/15
27429393|20180625|2016 Sep 1|N/A|N/A|2016/07/19
14724974|20040527|2003|N/A|N/A|2004/01/17
11274001|20010524|2001 Mar 27|N/A|N/A|2001/03/29
7236323|19810723|1981 May|N/A|N/A|1981/05/01
22824759|20130122|2012 Sep|2011/07/01|2012/02/02|2012/07/25
5872573|19670306|1965 Oct|N/A|N/A|1965/10/01
34148631|20210913|2021 Aug 1|2021/03/03|2021/04/16|2021/06/22
8205699|19940714|1994 Jun|N/A|N/A|1994/06/01
4005403|19850801|1985 May|N/A|N/A|1985/05/01
33872111|20211213|2021 Jul-Aug|N/A|N/A|2021/04/20
35414851|20220414|2022|2021/11/01|2022/01/07|2022/04/14
30102168|20180917|2018 Aug 4|2018/03/22|2018/06/27|2018/08/14
26835665|20160203|2013 Jan 10|2012/12/05|2012/12/31|2013/01/01
13119955|20030501|1954 Jan|N/A|N/A|1954/01/01
53953|19760227|1975|N/A|N/A|1975/01/01
5510282|19710607|1970|N/A|N/A|1970/01/01
28676061|20180417|2017 Jul 4|2016/12/20|2017/05/09|2017/07/06
31003795|20200316|2019 Jul 15|2018/12/24|2019/04/09|2019/04/21
34554219|20211203|2021 Sep 23|2021/03/30|2021/05/13|2021/09/24
8749877|19960919|1995 Nov 24|N/A|N/A|1995/11/24
14231932|19961201|1964 Sep|N/A|N/A|1964/09/01
20796268|20101228|2010 Aug 26|2010/04/11|2010/08/26|2010/08/28
4001602|19850709|1985 Feb|N/A|N/A|1985/02/01
1787652|19920324|1991 Sep|N/A|N/A|1991/09/01
2369253|19900813|1990 Jul|N/A|N/A|1990/07/01
29292734|20180726|2017 Dec 8|2017/10/23|2017/12/07|2018/01/03
21169142|20110418|2010 Dec|N/A|N/A|2010/12/21
34581628|20211217|2021 Dec|N/A|N/A|2021/09/29
5872939|19670309|1965 Sep-Oct|N/A|N/A|1965/09/01
13489811|20000701|1957 Sep 5|N/A|N/A|1957/09/05
13594914|20000701|1958 Nov|N/A|N/A|1958/11/01
5458562|19701105|1970 Sep|N/A|N/A|1970/09/01
30911930|20200417|2019 May|2018/12/18|2019/03/13|2019/03/27
35104459|20220412|2022 Mar-Apr|2021/04/20|2021/12/30|2022/02/02
9487286|19980304|1998 Jan 23|N/A|N/A|1998/03/06
29325363|20180312|2017 Dec 24|N/A|N/A|2018/01/13
1011760|19770315|1976 Aug|N/A|N/A|1976/08/01
10679478|20000316|2000 Feb 18|N/A|N/A|2000/02/19
14024470|19981101|1963 Feb 17|N/A|N/A|1963/02/17
25275627|20160126|2014 Oct|2014/04/16|2014/07/15|2014/10/03
25740233|20160830|2015|N/A|N/A|2015/03/06
30178188|20190221|2019 Jan|2017/12/01|2018/08/28|2018/09/05
32662005|20201019|2020 Jul|N/A|N/A|2020/07/15
12659985|20030610|2003 Mar|N/A|N/A|2003/03/28
32743459|N/A|2020 Jan|2019/10/04|2019/10/08|2020/08/04
12824215|20030708|2003 Jun 25|N/A|N/A|2003/06/26
23018434|20121231|2012 Oct|N/A|N/A|2012/09/29
16878641|20060921|2006|N/A|N/A|2006/08/02
3816524|19870406|1986 Aug|N/A|N/A|1986/08/01
19165557|20090825|2009 Apr|2008/09/01|2009/01/05|2009/01/24
3643197|19870311|1986 Sep|N/A|N/A|1986/09/01
12581771|20030829|2003 Feb|N/A|N/A|2003/02/13
471643|19791017|1979 Jun|N/A|N/A|1979/06/01
2093712|19910621|1990|N/A|N/A|1990/01/01
21641380|20111003|2011 Jun|2010/09/21|2011/02/07|2011/06/07
13210399|20030501|1954 Jul-Aug|N/A|N/A|1954/07/01
3331950|19881026|1987 Jan|N/A|N/A|1987/01/01
19738652|20100422|2009 May-Aug|N/A|N/A|2009/09/10
23513211|20151216|2015 Mar 14|N/A|N/A|2013/03/21
19772522|20100416|2009 Oct|N/A|N/A|2009/09/24
3573698|19870528|1987 Feb|N/A|N/A|1987/02/01
8328068|19930812|1993 Jul 5|N/A|N/A|1993/07/05
1907753|19910909|1991 Feb|N/A|N/A|1991/02/01
5695716|19681120|1968 Jan-Feb|N/A|N/A|1968/01/01
6560824|19840417|1983 Dec|N/A|N/A|1983/12/01
35388923|N/A|2022 Apr 7|2021/07/08|2022/03/25|2022/04/08
20476869|20100813|2010 Aug|N/A|N/A|2010/05/19
31008167|N/A|2019 Apr|N/A|N/A|2019/04/23
16329655|20060203|2006|N/A|N/A|2005/12/07
15033247|20040712|2004 Mar|2003/08/19|2003/12/04|2004/03/23
22445194|20121127|2012 Jul|2011/11/18|2012/02/11|2012/03/27
26188214|20161107|2015 Dec 21|N/A|N/A|2015/07/19
11905850|20020822|2001|N/A|N/A|2002/03/22
34130436|20210709|2021 Jun|N/A|2020/12/07|2021/06/17
7134740|19821216|1982 Nov|N/A|N/A|1982/11/01
5860173|19660421|1965|N/A|N/A|1965/01/01
2778784|19891018|1989 Aug|N/A|N/A|1989/08/01
19561227|20091007|2009 Jul|N/A|N/A|2009/06/30
1122272|19750707|1975 Feb|N/A|N/A|1975/02/01
150786|19781025|1978 Aug|N/A|N/A|1978/08/01
3255936|19891005|1988 Nov|N/A|N/A|1988/11/01
2444930|19871207|1987 Sep|N/A|N/A|1987/09/01
8796403|19961119|1996 May|N/A|N/A|1996/05/01
11481242|20010830|2001 Aug|N/A|N/A|2001/08/02
29391679|N/A|2018 Feb|2016/11/07|2017/02/11|2018/02/03
14214811|19961201|1964 Jul|N/A|N/A|1964/07/01
18577832|20080918|2008 Jul|N/A|N/A|2008/06/26
14213760|19961201|1964 Nov 21|N/A|N/A|1964/11/21
5384422|19700922|1969 Nov|N/A|N/A|1969/11/01
10200893|19990628|1999 Mar|N/A|N/A|1999/04/14
34922875|20220411|2022 Apr|2021/05/21|2021/11/04|2021/12/20
17404165|20070423|2007 Apr 3|N/A|N/A|2007/04/04
11393307|20011004|2001 Apr|2000/07/10|2000/07/21|2001/06/08
5911127|19661124|1966 Mar|N/A|N/A|1966/03/01
13798560|19981101|1960 Feb|N/A|N/A|1960/02/01
25294176|20151007|2014 Dec 20|2014/08/25|2014/09/17|2014/10/09
7154276|19830311|1982|N/A|N/A|1982/01/01
30257377|20190103|2018 Nov|2018/05/05|2018/08/03|2018/09/28
16489521|20060509|2006 Feb|N/A|N/A|2006/02/21
14137288|19961201|1964 Apr|N/A|N/A|1964/04/01
35075031|20220309|2022 Jan-Mar|N/A|N/A|2022/01/26
24875892|20150330|2014 Jun|2014/02/19|2014/03/10|2014/05/31
16960998|20060913|2006 Aug 24|N/A|N/A|2006/09/12
14051703|19961201|1963 Mar-Apr|N/A|N/A|1963/03/01
12037154|20020605|2002 May 30|N/A|N/A|2002/05/31
27595686|20170525|2016 Sep|2015/11/10|2016/06/25|2016/09/07
11123385|20010301|2001 Jan|N/A|N/A|2000/12/21
8205668|19940714|1994 Jun|N/A|N/A|1994/06/01
17976112|20080401|2007 Nov|N/A|N/A|2007/11/03
